row,dataset,old_var,new_var,text
46,2021_cross,Q23_2,WELLNESS_malach_pines_burnout_measure_disappointed,"When you think about your life overall, how often do you feel the following? - Disappointed with people"
47,2021_cross,Q23_3,WELLNESS_malach_pines_burnout_measure_hopeless,"When you think about your life overall, how often do you feel the following? - Hopeless"
48,2021_cross,Q23_4,WELLNESS_malach_pines_burnout_measure_trapped,"When you think about your life overall, how often do you feel the following? - Trapped"
49,2021_cross,Q23_5,WELLNESS_malach_pines_burnout_measure_helpless,"When you think about your life overall, how often do you feel the following? - Helpless"
50,2021_cross,Q23_6,WELLNESS_malach_pines_burnout_measure_depressed,"When you think about your life overall, how often do you feel the following? - Depressed"
51,2021_cross,Q23_7,WELLNESS_malach_pines_burnout_measure_sick,"When you think about your life overall, how often do you feel the following? - Physically weak or sickly"
52,2021_cross,Q23_8,WELLNESS_malach_pines_burnout_measure_worthless,"When you think about your life overall, how often do you feel the following? - Worthless or like a failure"
53,2021_cross,Q23_9,WELLNESS_malach_pines_burnout_measure_difficulty_sleeping,"When you think about your life overall, how often do you feel the following? - Difficulties sleeping"
54,2021_cross,Q23_10,WELLNESS_malach_pines_burnout_measure_had_it,"When you think about your life overall, how often do you feel the following? - œIve had it"
55,2021_cross,Q32,CONNECTION_meaningful_interactions,How often do you have meaningful social interactions?
56,2021_cross,Q117_1,CONNECTION_activities_greeted_stranger_p3m,"In the PAST THREE MONTH, how often have you... - greeted a stranger (e.g., by saying hello or good morning)?"
57,2021_cross,Q117_2,CONNECTION_activities_greeted_neighbour_p3m,"In the PAST THREE MONTH, how often have you... - greeted a neighbour or acquaintance (e.g., by saying hello or good morning)?"
58,2021_cross,Q117_3,CONNECTION_activities_talked_day_p3m,"In the PAST THREE MONTH, how often have you... - talked to someone about how your / their day was going?"
59,2021_cross,Q117_4,CONNECTION_activities_talked_family_p3m,"In the PAST THREE MONTH, how often have you... - talked to someone about how your / their family was?"
60,2021_cross,Q117_5,CONNECTION_activities_talked_job_p3m,"In the PAST THREE MONTH, how often have you... - talked to someone about your / their job?"
61,2021_cross,Q117_6,CONNECTION_activities_talked_hobbies_p3m,"In the PAST THREE MONTH, how often have you... - talked to someone about your / their hobbies or interests?"
62,2021_cross,Q117_7,CONNECTION_activities_phone_p3m,"In the PAST THREE MONTH, how often have you... - had a phone conversation with a friend or family member?"
63,2021_cross,Q117_8,CONNECTION_activities_letter_or_email_p3m,"In the PAST THREE MONTH, how often have you... - wrote a letter or personal email to a friend or family member?"
64,2021_cross,Q117_9,CONNECTION_activities_checked_in_p3m,"In the PAST THREE MONTH, how often have you... - sent a text/private message to someone just to check in?"
65,2021_cross,Q117_10,CONNECTION_activities_text_or_messaged_p3m,"In the PAST THREE MONTH, how often have you... - received a text/private message from someone who was checking in with you?"
66,2021_cross,Q117_11,CONNECTION_activities_chat_p3m,"In the PAST THREE MONTH, how often have you... - had an extended conversation via text or a messaging app?"
67,2021_cross,Q117_12,CONNECTION_activities_video_chat_p3m,"In the PAST THREE MONTH, how often have you... - had a video chat with a friend or family member?"
68,2021_cross,Q117_13,CONNECTION_activities_group_video_chat_p3m,"In the PAST THREE MONTH, how often have you... - had a video chat with a GROUP of friends or family?"
69,2021_cross,Q117_14,CONNECTION_activities_walk_p3m,"In the PAST THREE MONTH, how often have you... - went for a walk with someone?"
70,2021_cross,Q117_15,CONNECTION_activities_coffee_p3m,"In the PAST THREE MONTH, how often have you... - met someone for a meal, drink, dessert, or cup of coffee?"
71,2021_cross,Q117_16,CONNECTION_activities_board_games_p3m,"In the PAST THREE MONTH, how often have you... - played a board game with others?"
72,2021_cross,Q117_17,CONNECTION_activities_computer_games_p3m,"In the PAST THREE MONTH, how often have you... - played a computer or console (e.g., Wii, Xbox, PlayStation) game with others?"
73,2021_cross,Q117_18,CONNECTION_activities_onlinegames_p3m,"In the PAST THREE MONTH, how often have you... - played an online game with others?"
74,2021_cross,Q117_19,CONNECTION_activities_visited_friends_p3m,"In the PAST THREE MONTH, how often have you... - visited with FRIENDS at your / their home?"
75,2021_cross,Q117_20,CONNECTION_activities_visited_family_p3m,"In the PAST THREE MONTH, how often have you... - visited with FAMILY at your / their home?"
76,2021_cross,Q117_21,CONNECTION_activities_community_p3m,"In the PAST THREE MONTH, how often have you... - volunteered in the community?"
77,2021_cross,Q117_22,CONNECTION_activities_helped_p3m,"In the PAST THREE MONTH, how often have you... - helped a neighbor or friend with a task or chore (e.g., yard work, moving)?"
78,2021_cross,Q117_23,CONNECTION_activities_meeting_work_p3m,"In the PAST THREE MONTH, how often have you... - attended a meeting at work?"
79,2021_cross,Q117_24,CONNECTION_activities_meeting_organization_p3m,"In the PAST THREE MONTH, how often have you... - attended a meeting of other organization(s) (i.e. outside of work)?"
80,2021_cross,Q117_25,CONNECTION_activities_discussion_group_p3m,"In the PAST THREE MONTH, how often have you... - participated in an online discussion group?"
81,2021_cross,Q117_26,CONNECTION_activities_group_exercise_p3m,"In the PAST THREE MONTH, how often have you... - participated in group exercise (e.g., yoga classes, cycling)?"
82,2021_cross,Q117_27,CONNECTION_activities_church_p3m,"In the PAST THREE MONTH, how often have you... - attended church, synagogue, temple, etc.?"
83,2021_cross,Q117_28,CONNECTION_activities_new_friend_p3m,"In the PAST THREE MONTH, how often have you... - made a new friend?"
84,2021_cross,Q117_29,CONNECTION_activities_hug_p3m,"In the PAST THREE MONTH, how often have you... - hugged someone?"
85,2021_cross,Q117_30,CONNECTION_activities_kissed_p3m,"In the PAST THREE MONTH, how often have you... - kissed someone?"
86,2021_cross,Q117_31,CONNECTION_activities_sex_p3m,"In the PAST THREE MONTH, how often have you... - had sex with someone?"
87,2021_cross,Q17_1,LONELY_ucla_loneliness_scale_companionship,Indicate how often each of the statements below is descriptive of you. - How often do you feel that you lack companionship?
88,2021_cross,Q17_2,LONELY_ucla_loneliness_scale_left_out,Indicate how often each of the statements below is descriptive of you. - How often do you feel left out?
89,2021_cross,Q17_3,LONELY_ucla_loneliness_scale_isolated,Indicate how often each of the statements below is descriptive of you. - How often do you feel isolated from others?
90,2021_cross,Q19,CONNECTION_social_num_close_friends_grouped,How many close friends do you have?
91,2021_cross,Q20,CONNECTION_satisfied_num_friends,Are you satisfied with the number of friends you have now?
92,2021_cross,Q24,CONNECTION_neighbours_name_num,"How many of your neighbours do you know by name?Note: By neighbors we mean people who live next door, in your building, and/or on your street."
93,2021_cross,Q27_1,CONNECTION_social_days_family_p7d_grouped,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Family Members"
94,2021_cross,Q27_2,CONNECTION_social_days_friends_p7d_grouped,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Friends"
95,2021_cross,Q27_3,CONNECTION_social_days_coworkers_and_classmates_p7d_grouped,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Coworkers or Classmates"
96,2021_cross,Q27_4,CONNECTION_social_days_neighbours_p7d_grouped,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Neighbours"
97,2021_cross,Q105_1,CONNECTION_social_time_family_p7d_grouped,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Family Members"
98,2021_cross,Q105_2,CONNECTION_social_time_friends_p7d_grouped,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Friends"
99,2021_cross,Q105_3,CONNECTION_social_time_coworkers_and_classmates_p7d_grouped,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Coworkers or Classmates"
100,2021_cross,Q105_4,CONNECTION_social_time_neighbours_p7d_grouped,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Neighbours"
101,2021_cross,Q25_1,CONNECTION_social_num_family_p7d_grouped,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Family Members"
102,2021_cross,Q25_2,CONNECTION_social_num_friends_p7d_grouped,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Friends"
103,2021_cross,Q25_3,CONNECTION_social_num_coworkers_and_classmates_p7d_grouped,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Coworkers or Classmates"
104,2021_cross,Q25_4,CONNECTION_social_num_neighbours_p7d_grouped,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Neighbours"
105,2021_cross,Q29_1,CONNECTION_preference_time_family_grouped,How much time per week would you like to spend socializing with others from the following groups? - Family Members
106,2021_cross,Q29_2,CONNECTION_preference_time_friends_grouped,How much time per week would you like to spend socializing with others from the following groups? - Friends
107,2021_cross,Q29_3,CONNECTION_preference_time_coworkers_classmates_grouped,How much time per week would you like to spend socializing with others from the following groups? - Coworkers or Classmates
108,2021_cross,Q29_4,CONNECTION_preference_time_neighbours_grouped,How much time per week would you like to spend socializing with others from the following groups? - Neighbours
109,2021_cross,Q31_1,CONNECTION_meaningful_time_family_grouped,"Generally speaking, how much of your time spent with each of the following groups is meaningful and fulfilling? - Family Members"
110,2021_cross,Q31_2,CONNECTION_meaningful_time_friends_grouped,"Generally speaking, how much of your time spent with each of the following groups is meaningful and fulfilling? - Friends"
111,2021_cross,Q31_3,CONNECTION_meaningful_time_coworkers_grouped,"Generally speaking, how much of your time spent with each of the following groups is meaningful and fulfilling? - Coworkers or Classmates"
112,2021_cross,Q31_4,CONNECTION_meaningful_time_neighbours_grouped,"Generally speaking, how much of your time spent with each of the following groups is meaningful and fulfilling? - Neighbours"
113,2021_cross,Q21,CONNECTION_time_with_others_satisfied,Are you satisfied with the amount of time you spend with others?
114,2021_cross,Q38,CONNECTION_effort_connect,How much effort do you put into intentionally connecting with others?
115,2021_cross,Q39,CONNECTION_effort_connect_others,How much effort do you feel others put into intentionally connecting with you?
116,2021_cross,Q34,WELLNESS_satisfied_single,"In general, how satisfied are you with being single?"
117,2021_cross,Q35,DEMO_relationship_duration,"How long have you been in a relationship? If you have multiple partners, indicate how long have you been in a relationship with your longest-term partner."
118,2021_cross,Q36,WELLNESS_satisfied_relationship,"In general, how satisfied are you with your romantic relationships? Note if you have multiple relationships, choose the option that reflects your overall satisfaction with them."
119,2021_cross,Q37,WELLNESS_sexual_relationship_status,What best describes your sexual relationship status?
120,2021_cross,Q41_1,GEO_housing_live_with_partner,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Husband, wife, or common-law partner"
121,2021_cross,Q41_2,GEO_housing_live_with_children,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Son or daughter (including step children, foster children, and children-in-laws)"
122,2021_cross,Q41_3,GEO_housing_live_with_grandkids,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Grandchildren"
123,2021_cross,Q41_4,GEO_housing_live_with_parent,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Father or mother"
124,2021_cross,Q41_5,GEO_housing_live_with_in_laws,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Father-in-law or mother-in-law"
125,2021_cross,Q41_6,GEO_housing_live_with_siblings,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Siblings (e.g., Brother or Sister)"
126,2021_cross,Q41_7,GEO_housing_live_with_roommate,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Room-mate, lodger or boarder"
127,2021_cross,Q41_8,GEO_housing_live_with_other,"How many people from each of the groups below do you live with at least 50% of the time? Note: If you do not live with anyone in a given category, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Other"
128,2021_cross,Q42_1,GEO_housing_live_with_dogs,"How many of the following companion animals (or pets) do you live with?Note: Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Dogs"
129,2021_cross,Q42_2,GEO_housing_live_with_cats,"How many of the following companion animals (or pets) do you live with?Note: Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Cats"
130,2021_cross,Q42_3,GEO_housing_live_with_ferrets,"How many of the following companion animals (or pets) do you live with?Note: Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Ferrets"
131,2021_cross,Q42_4,GEO_housing_live_with_birds,"How many of the following companion animals (or pets) do you live with?Note: Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Birds"
132,2021_cross,Q42_5,GEO_housing_live_with_fish,"How many of the following companion animals (or pets) do you live with?Note: Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Fish"
133,2021_cross,Q42_6,GEO_housing_live_with_other_pet,"How many of the following companion animals (or pets) do you live with?Note: Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9) - Other"
134,2021_cross,Q57_1,LONELY_dejong_emotional_social_loneliness_scale_emptiness,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - I experience a general sense of emptiness"
135,2021_cross,Q57_2,LONELY_dejong_emotional_social_loneliness_scale_rely,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - There are plenty of people I can rely on when I have problems"
136,2021_cross,Q57_3,LONELY_dejong_emotional_social_loneliness_scale_trust,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - There are many people I can trust completely"
137,2021_cross,Q57_4,LONELY_dejong_emotional_social_loneliness_scale_close,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - There are enough people I feel close to"
138,2021_cross,Q57_5,LONELY_dejong_emotional_social_loneliness_scale_miss,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - I miss having people around"
139,2021_cross,Q57_6,LONELY_dejong_emotional_social_loneliness_scale_rejected,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - I often feel rejected"
140,2021_cross,Q45,LONELY_direct,"During the PAST WEEK, have you felt lonely "
141,2021_cross,Q46,LONELY_duration,For about how long have you consistently felt that you were lonely [QID45-ChoiceGroup-SelectedChoices]?
142,2021_cross,Q49,LONELY_change_pre_covid,"Comparing how you feel now to how you felt before the COVID-19 Pandemic, how would you describe the intensity of your loneliness?"
143,2021_cross,Q47_1,LONELY_miss_fun,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Fun and laughter / Leisure"
144,2021_cross,Q47_2,LONELY_miss_meaningful_conversation,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Meaningful conversation"
145,2021_cross,Q47_3,LONELY_miss_touch,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Physical touch/hug, affection"
146,2021_cross,Q47_4,LONELY_miss_hanging_out,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Being with other people/ hanging out"
147,2021_cross,Q47_5,LONELY_miss_understand,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Someone to understand me"
148,2021_cross,Q47_6,LONELY_miss_doing,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Doing something with other people"
149,2021_cross,Q47_7,LONELY_miss_mattering,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Mattering to someone/being able to help someone"
150,2021_cross,Q47_8,LONELY_miss_something_else,"When you have felt lonely, what did you miss most? (Check all that apply) - Selected Choice - Something else"
151,2021_cross,Q47_8_TEXT,LONELY_miss_something_else_text,"When you have felt lonely, what did you miss most? (Check all that apply) - Something else - Text"
152,2021_cross,Q50,LONELY_others_aware,"Generally speaking, do you think others are aware of the extent to which you feel lonely or connected?"
153,2021_cross,Q51,LONELY_steptoe_isolation_index_kids,"Do you have KIDS with whom you see, talk to, text, email, or write to at least once a month?"
154,2021_cross,Q52,LONELY_steptoe_isolation_index_other_fam,"Do you have OTHER FAMILY MEMBERS with whom you see, talk to, text, email, or write to at least once a month?"
155,2021_cross,Q53,LONELY_steptoe_isolation_index_friends,"Do you have OTHER FRIENDS with whom you see, talk to, text, email, or write to at least once a month?"
156,2021_cross,Q122_1,LIFESTYLE_time_use_balance_sleeping,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - sleeping"
157,2021_cross,Q122_2,LIFESTYLE_time_use_balance_working,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - working"
158,2021_cross,Q122_3,LIFESTYLE_time_use_balance_hanging,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - hanging out with friends"
159,2021_cross,Q122_4,LIFESTYLE_time_use_balance_family,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - spending time with family"
160,2021_cross,Q122_5,LIFESTYLE_time_use_balance_me,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - œme time"
161,2021_cross,Q122_6,LIFESTYLE_time_use_balance_winding_down,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - winding down"
162,2021_cross,Q122_7,LIFESTYLE_time_use_balance_exercising,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - exercising"
163,2021_cross,Q122_8,LIFESTYLE_time_use_balance_media,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - reading news or social media"
164,2021_cross,Q122_9,LIFESTYLE_time_use_balance_thinking,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - sitting and thinking about things important to me"
165,2021_cross,Q122_10,LIFESTYLE_time_use_balance_talking,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - talking about important things with others"
166,2021_cross,Q122_11,LIFESTYLE_time_use_balance_being_understood,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - talking with someone who really understands me"
167,2021_cross,Q122_12,LIFESTYLE_time_use_balance_hobbies,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - practicing hobbies and skills"
168,2021_cross,Q122_13,LIFESTYLE_time_use_balance_helping,"Please rate whether you spend too much time, too little time, or just the right amount of time doing each of the following activities: - helping others and volunteering"
169,2021_cross,Q54,CONNECTION_social_media_visits_per_day,"How many times per day do you visit social networking websites (e.g., Instagram, Facebook, Twitter), on Average?"
170,2021_cross,Q55,CONNECTION_social_media_time_per_day,"In the past week, on average, approximately how much time PER DAY have you spent actively using social networking websites?"
171,2021_cross,Q56_1,PSYCH_zimet_multidimensional_social_support_scale_need,Please respond to the following items using the scale provided - There is a special person who is around when I am in need.
172,2021_cross,Q56_2,PSYCH_zimet_multidimensional_social_support_scale_joys,Please respond to the following items using the scale provided - There is a special person with whom I can share my joys and sorrows
173,2021_cross,Q56_3,PSYCH_zimet_multidimensional_social_support_scale_positive_not_scored,"Please respond to the following items using the scale provided - There is a person who regularly makes me laugh, feel positive about myself"
174,2021_cross,Q56_4,PSYCH_zimet_multidimensional_social_support_scale_gets_me_not_scored,Please respond to the following items using the scale provided - There is a person who really understands me on a deep level / gets me
175,2021_cross,Q56_5,PSYCH_zimet_multidimensional_social_support_scale_family_helps,Please respond to the following items using the scale provided - My family really tries to help me
176,2021_cross,Q56_6,PSYCH_zimet_multidimensional_social_support_scale_family_emotional,Please respond to the following items using the scale provided - I get the emotional help and support I need from my family
177,2021_cross,Q56_7,PSYCH_zimet_multidimensional_social_support_scale_comfort,Please respond to the following items using the scale provided - I have a special person who is a real source of comfort to me
178,2021_cross,Q56_8,PSYCH_zimet_multidimensional_social_support_scale_help,Please respond to the following items using the scale provided - My friends really try to help me.
179,2021_cross,Q56_9,PSYCH_zimet_multidimensional_social_support_scale_go_wrong,Please respond to the following items using the scale provided - I can count on my friends when things go wrong
180,2021_cross,Q56_10,PSYCH_zimet_multidimensional_social_support_scale_problems_family,Please respond to the following items using the scale provided - I can talk about my problems with my family
181,2021_cross,Q56_11,PSYCH_zimet_multidimensional_social_support_scale_problems_friends,Please respond to the following items using the scale provided - I can talk about my problems with my friends
182,2021_cross,Q56_12,PSYCH_zimet_multidimensional_social_support_scale_sorrows,Please respond to the following items using the scale provided - I have friends or family members with whom I can share my joys and sorrows
183,2021_cross,Q56_13,PSYCH_zimet_multidimensional_social_support_scale_feelings,Please respond to the following items using the scale provided - There is a special person in my life who cares about my feelings
184,2021_cross,Q56_14,PSYCH_zimet_multidimensional_social_support_scale_decisions,Please respond to the following items using the scale provided - My friends and family are willing to help me make decisions
185,2021_cross,Q60,WELLNESS_self_rated_physical_health,"At the present time, would you say your PHYSICAL HEALTH is:"
186,2021_cross,Q61,WELLNESS_self_rated_mental_health,"At the present time, would you say your MENTAL HEALTH is:"
187,2021_cross,Q62,WELLNESS_subjective_happiness_scale_happy,"In general, I consider myself:"
188,2021_cross,Q124,WELLNESS_subjective_happiness_scale_peers,"Compared with most of my peers, I consider myself:"
189,2021_cross,Q125,WELLNESS_subjective_happiness_scale_always_happy,"Some people are generally very happy. They enjoy life regardless of what is going on, getting the most out of everything. To what extent does this characterization describe you?"
190,2021_cross,Q126,WELLNESS_subjective_happiness_scale_never_happy,"Some people are generally not very happy. Although they are not depressed, they never seem as happy as they might be. To what extent does this characterization describe you?"
191,2021_cross,Q66_1,WELLNESS_gad_anxious,"Over the PAST TWO WEEKS, how often - have you felt nervous, anxious or on edge?"
192,2021_cross,Q66_2,WELLNESS_gad_worry,"Over the PAST TWO WEEKS, how often - were you not able to stop worrying or control your worries?"
193,2021_cross,Q66_3,WELLNESS_phq_little_interest,"Over the PAST TWO WEEKS, how often - have you had little interest or pleasure in doing things?"
194,2021_cross,Q66_4,WELLNESS_phq_feeling_down,"Over the PAST TWO WEEKS, how often - were you feeling down, depressed or hopeless?"
195,2021_cross,Q18_1,PSYCH_social_interactions_anxiety_scale_eye_contact,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I have difficulty making eye contact with others."
196,2021_cross,Q18_2,PSYCH_social_interactions_anxiety_scale_mixing,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I find it difficult mixing comfortably with the people I work with."
197,2021_cross,Q18_3,PSYCH_social_interactions_anxiety_scale_aquiantance,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I tense up if I meet an acquaintance on the street."
198,2021_cross,Q18_4,PSYCH_social_interactions_anxiety_scale_one_on_one,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I feel tense if I am alone with just one person."
199,2021_cross,Q18_5,PSYCH_social_interactions_anxiety_scale_talking,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I have difficulty talking with other people."
200,2021_cross,Q18_6,PSYCH_social_interactions_anxiety_scale_disagree,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I find it difficult to disagree with anothers point of view."
201,2021_cross,Q18_7,PSYCH_social_phobia_scale_walking,"For each question, please indicate the degree to which you feel the statement is characteristic or true of you. - I get nervous that people are staring at me as I walk down the street."
